member_id,full_name,first_name,last_name,constituency_name,party
178,John McDonnell,John,McDonnell,Hayes and Harlington,Independent
5076,Blair McDougall,Blair,McDougall,East Renfrewshire,Labour
5037,Lola McEvoy,Lola,McEvoy,Darlington,Labour
1587,Pat McFadden,Pat,McFadden,Wolverhampton South East,Labour
4083,Alison McGovern,Alison,McGovern,Birkenhead,Labour
5349,Alex McIntyre,Alex,McIntyre,Gloucester,Labour
5189,Gordon McKee,Gordon,McKee,Glasgow South,Labour
5300,Kevin McKenna,Kevin,McKenna,Sittingbourne and Sheppey,Labour
4125,Catherine McKinnell,Catherine,McKinnell,Newcastle upon Tyne North,Labour
4569,Jim McMahon,Jim,McMahon,"Oldham West, Chadderton and Royton",Labour (Co-op)
4632,Anna McMorrin,Anna,McMorrin,Cardiff North,Labour
5361,James McMurdock,James,McMurdock,South Basildon and East Thurrock,Independent
5183,Frank McNally,Frank,McNally,Coatbridge and Bellshill,Labour
5114,Kirsty McNeill,Kirsty,McNeill,Midlothian,Labour (Co-op)
4084,Esther McVey,Esther,McVey,Tatton,Conservative
5085,Llinos Medi,Llinos,Medi,Ynys Môn,Plaid Cymru
5038,Anneliese Midgley,Anneliese,Midgley,Knowsley,Labour
1510,Ed Miliband,Ed,Miliband,Doncaster North,Labour
5346,Calum Miller,Calum,Miller,Bicester and Woodstock,Liberal Democrat
5329,John Milne,John,Milne,Horsham,Liberal Democrat
5094,Ms Julie Minns,Julie,Minns,Carlisle,Labour
4811,Navendu Mishra,Navendu,Mishra,Stockport,Labour
1211,Sir Andrew Mitchell,Andrew,Mitchell,Sutton Coldfield,Conservative
5142,Abtisam Mohamed,Abtisam,Mohamed,Sheffield Central,Labour
5268,Iqbal Mohamed,Iqbal,Mohamed,Dewsbury and Batley,Independent
4804,Mr Gagan Mohindra,Gagan,Mohindra,South West Hertfordshire,Conservative
5208,Perran Moon,Perran,Moon,Camborne and Redruth,Labour
4861,Robbie Moore,Robbie,Moore,Keighley and Ilkley,Conservative
4656,Layla Moran,Layla,Moran,Oxford West and Abingdon,Liberal Democrat
1548,Jessica Morden,Jessica,Morden,Newport East,Labour
5326,Edward Morello,Edward,Morello,West Dorset,Liberal Democrat
4934,Helen Morgan,Helen,Morgan,North Shropshire,Liberal Democrat
4653,Stephen Morgan,Stephen,Morgan,Portsmouth South,Labour
3973,Grahame Morris,Grahame,Morris,Easington,Labour
5081,Joe Morris,Joe,Morris,Hexham,Labour
5090,Tom Morrison,Tom,Morrison,Cheadle,Liberal Democrat
4759,Joy Morrissey,Joy,Morrissey,Beaconsfield,Conservative
4358,Wendy Morton,Wendy,Morton,Aldridge-Brownhills,Conservative
4860,Dr Kieran Mullan,Kieran,Mullan,Bexhill and Battle,Conservative
5272,Margaret Mullane,Margaret,Mullane,Dagenham and Rainham,Labour
1512,David Mundell,David,Mundell,"Dumfriesshire, Clydesdale and Tweeddale",Conservative
4089,Tessa Munt,Tessa,Munt,Wells and Mendip Hills,Liberal Democrat
5248,Luke Murphy,Luke,Murphy,Basingstoke,Labour
5245,Chris Murray,Chris,Murray,Edinburgh East and Musselburgh,Labour
3966,Ian Murray,Ian,Murray,Edinburgh South,Labour
4797,James Murray,James,Murray,Ealing North,Labour (Co-op)
5309,Katrina Murray,Katrina,Murray,Cumbernauld and Kirkintilloch,Labour
5157,Susan Murray,Susan,Murray,Mid Dunbartonshire,Liberal Democrat
1466,Dr Andrew Murrison,Andrew,Murrison,South West Wiltshire,Conservative
5147,Luke Myer,Luke,Myer,Middlesbrough South and East Cleveland,Labour
5047,James Naish,James,Naish,Rushcliffe,Labour
5273,Connor Naismith,Connor,Naismith,Crewe and Nantwich,Labour
4082,Lisa Nandy,Lisa,Nandy,Wigan,Labour
5039,Kanishka Narayan,Kanishka,Narayan,Vale of Glamorgan,Labour
3909,Pamela Nash,Pamela,Nash,"Motherwell, Wishaw and Carluke",Labour
5034,Josh Newbury,Josh,Newbury,Cannock Chase,Labour
5150,Samantha Niblett,Samantha,Niblett,South Derbyshire,Labour
4799,Charlotte Nichols,Charlotte,Nichols,Warrington North,Labour
4048,Caroline Nokes,Caroline,Nokes,Romsey and Southampton North,Conservative
3991,Jesse Norman,Jesse,Norman,Hereford and South Herefordshire,Conservative
4641,Alex Norris,Alex,Norris,Nottingham North and Kimberley,Labour (Co-op)
221,Dan Norris,Dan,Norris,North East Somerset and Hanham,Independent
5089,Ben Obese-Jecty,Ben,Obese-Jecty,Huntingdon,Conservative
4679,Neil O'Brien,Neil,O'Brien,"Harborough, Oadby and Wigston",Conservative
4371,Brendan O'Hara,Brendan,O'Hara,"Argyll, Bute and South Lochaber",Scottish National Party
4591,Sarah Olney,Sarah,Olney,Richmond Park,Liberal Democrat
4464,Melanie Onn,Melanie,Onn,Great Grimsby and Cleethorpes,Labour
4124,Dame Chi Onwurah,Chi,Onwurah,Newcastle upon Tyne Central and West,Labour
5030,Dr Simon Opher,Simon,Opher,Stroud,Labour
4820,Ms Abena Oppong-Asare,Abena,Oppong-Asare,Erith and Thamesmead,Labour
4515,Kate Osamor,Kate,Osamor,Edmonton and Winchmore Hill,Labour (Co-op)
4783,Kate Osborne,Kate,Osborne,Jarrow and Gateshead East,Labour
5220,Tristan Osborne,Tristan,Osborne,Chatham and Aylesford,Labour
4779,Taiwo Owatemi,Taiwo,Owatemi,Coventry North West,Labour
4777,Sarah Owen,Sarah,Owen,Luton North,Labour
5270,Darren Paffey,Darren,Paffey,Southampton Itchen,Labour
5243,Andrew Pakes,Andrew,Pakes,Peterborough,Labour (Co-op)
4066,Priti Patel,Priti,Patel,Witham,Conservative
5162,Matthew Patrick,Matthew,Patrick,Wirral West,Labour
5297,Rebecca Paul,Rebecca,Paul,Reigate,Conservative
5146,Michael Payne,Michael,Payne,Gedling,Labour
4607,Stephanie Peacock,Stephanie,Peacock,Barnsley South,Labour
5115,Jon Pearce,Jon,Pearce,High Peak,Labour
4520,Matthew Pennycook,Matthew,Pennycook,Greenwich and Woolwich,Labour
3952,Mr Toby Perkins,Toby,Perkins,Chesterfield,Labour
5122,Manuela Perteghella,Manuela,Perteghella,Stratford-on-Avon,Liberal Democrat
4370,Jess Phillips,Jess,Phillips,Birmingham Yardley,Labour
4046,Bridget Phillipson,Bridget,Phillipson,Houghton and Sunderland South,Labour
4503,Chris Philp,Chris,Philp,Croydon South,Conservative
5288,Dr Al Pinkerton,Al,Pinkerton,Surrey Heath,Liberal Democrat
5360,David Pinto-Duschinsky,David,Pinto-Duschinsky,Hendon,Labour
5233,Lee Pitcher,Lee,Pitcher,Doncaster East and the Isle of Axholme,Labour
4673,Jo Platt,Jo,Platt,Leigh and Atherton,Labour (Co-op)
5403,Sarah Pochin,Sarah,Pochin,Runcorn and Helsby,Reform UK
4682,Luke Pollard,Luke,Pollard,Plymouth Sutton and Devonport,Labour (Co-op)
5229,Joe Powell,Joe,Powell,Kensington and Bayswater,Labour
4263,Lucy Powell,Lucy,Powell,Manchester Central,Labour (Co-op)
5167,Gregor Poynton,Gregor,Poynton,Livingston,Labour
5163,Peter Prinsley,Peter,Prinsley,Bury St Edmunds and Stowmarket,Labour
1576,Mark Pritchard,Mark,Pritchard,The Wrekin,Conservative
5144,Mr Richard Quigley,Richard,Quigley,Isle of Wight West,Labour
3924,Yasmin Qureshi,Yasmin,Qureshi,Bolton South and Walkden,Labour
5064,Steve Race,Steve,Race,Exeter,Labour
5068,Shivani Raja,Shivani,Raja,Leicester East,Conservative
5320,Adrian Ramsay,Adrian,Ramsay,Waveney Valley,Green Party
5159,Mr Connor Rand,Connor,Rand,Altrincham and Sale West,Labour
5046,Andrew Ranger,Andrew,Ranger,Wrexham,Labour
5340,Jack Rankin,Jack,Rankin,Windsor,Conservative
4356,Angela Rayner,Angela,Rayner,Ashton-under-Lyne,Labour
5316,Mike Reader,Mike,Reader,Northampton South,Labour
5347,David Reed,David,Reed,Exmouth and Exeter East,Conservative
4268,Steve Reed,Steve,Reed,Streatham and Croydon North,Labour (Co-op)
4620,Ellie Reeves,Ellie,Reeves,Lewisham West and East Dulwich,Labour
4031,Rachel Reeves,Rachel,Reeves,Leeds West and Pudsey,Labour
5079,Joani Reid,Joani,Reid,East Kilbride and Strathaven,Labour
4077,Emma Reynolds,Emma,Reynolds,Wycombe,Labour
4119,Jonathan Reynolds,Jonathan,Reynolds,Stalybridge and Hyde,Labour (Co-op)
5343,Mr Joshua Reynolds,Joshua,Reynolds,Maidenhead,Liberal Democrat
5251,Martin Rhodes,Martin,Rhodes,Glasgow North,Labour
4764,Bell Ribeiro-Addy,Bell,Ribeiro-Addy,Clapham and Brixton Hill,Labour
5082,Jake Richards,Jake,Richards,Rother Valley,Labour
5160,Jenny Riddell-Carpenter,Jenny,Riddell-Carpenter,Suffolk Coastal,Labour
5333,Lucy Rigby,Lucy,Rigby,Northampton North,Labour
4457,Ms Marie Rimmer,Marie,Rimmer,St Helens South and Whiston,Labour
5126,Dave Robertson,Dave,Robertson,Lichfield,Labour
5255,Joe Robertson,Joe,Robertson,Isle of Wight East,Conservative
4360,Gavin Robinson,Gavin,Robinson,Belfast East,Democratic Unionist Party
5287,Tim Roca,Tim,Roca,Macclesfield,Labour
4654,Matt Rodda,Matt,Rodda,Reading Central,Labour
5138,Ian Roome,Ian,Roome,North Devon,Liberal Democrat
1447,Andrew Rosindell,Andrew,Rosindell,Romford,Conservative
5108,Sam Rushworth,Sam,Rushworth,Bishop Auckland,Labour
5324,Sarah Russell,Sarah,Russell,Congleton,Labour
5222,Tom Rutland,Tom,Rutland,East Worthing and Shoreham,Labour
5135,Oliver Ryan,Oliver,Ryan,Burnley,Independent
5286,Anna Sabine,Anna,Sabine,Frome and East Somerset,Liberal Democrat
5204,Sarah Sackman,Sarah,Sackman,Finchley and Golders Green,Labour
5259,Dr Jeevun Sandher,Jeevun,Sandher,Loughborough,Labour
5352,Dr Roz Savage,Roz,Savage,South Cotswolds,Liberal Democrat
4521,Liz Saville Roberts,Liz,Saville Roberts,Dwyfor Meirionnydd,Plaid Cymru
5049,Michelle Scrogham,Michelle,Scrogham,Barrow and Furness,Labour
5166,Mark Sewards,Mark,Sewards,Leeds South West and Morley,Labour
4409,Naz Shah,Naz,Shah,Bradford West,Labour
5176,Baggy Shanker,Baggy,Shanker,Derby South,Labour (Co-op)
4998,Michael Shanks,Michael,Shanks,Rutherglen,Labour
4131,Jim Shannon,Jim,Shannon,Strangford,Democratic Unionist Party
5197,Dr Neil Shastri-Hurst,Neil,Shastri-Hurst,Solihull West and Shirley,Conservative
3997,Sir Alec Shelbrooke,Alec,Shelbrooke,Wetherby and Easingwold,Conservative
4518,Tulip Siddiq,Tulip,Siddiq,Hampstead and Highgate,Labour
4872,David Simmonds,David,Simmonds,"Ruislip, Northwood and Pinner",Conservative
5060,Josh Simons,Josh,Simons,Makerfield,Labour
5327,Vikki Slade,Vikki,Slade,Mid Dorset and North Poole,Liberal Democrat
1516,Andy Slaughter,Andy,Slaughter,Hammersmith and Chiswick,Labour
5127,John Slinger,John,Slinger,Rugby,Labour
5070,Lisa Smart,Lisa,Smart,Hazel Grove,Liberal Democrat
4436,Cat Smith,Cat,Smith,Lancaster and Wyre,Labour
5218,David Smith,David,Smith,North Northumberland,Labour
4778,Greg Smith,Greg,Smith,Mid Buckinghamshire,Conservative
4456,Jeff Smith,Jeff,Smith,Manchester Withington,Labour
4118,Sir Julian Smith,Julian,Smith,Skipton and Ripon,Conservative
3928,Nick Smith,Nick,Smith,Blaenau Gwent and Rhymney,Labour
5301,Rebecca Smith,Rebecca,Smith,South West Devon,Conservative
5117,Sarah Smith,Sarah,Smith,Hyndburn,Labour
4444,Karin Smyth,Karin,Smyth,Bristol South,Labour
4595,Gareth Snell,Gareth,Snell,Stoke-on-Trent Central,Labour (Co-op)
5072,Mr Andrew Snowden,Andrew,Snowden,Fylde,Conservative
4658,Alex Sobel,Alex,Sobel,Leeds Central and Headingley,Labour (Co-op)
5096,Ian Sollom,Ian,Sollom,St Neots and Mid Cambridgeshire,Liberal Democrat
4785,Dr Ben Spencer,Ben,Spencer,Runnymede and Weybridge,Conservative
5303,Patrick Spencer,Patrick,Spencer,Central Suffolk and North Ipswich,Independent
5351,Gregory Stafford,Gregory,Stafford,Farnham and Bordon,Conservative
5110,Euan Stainbank,Euan,Stainbank,Falkirk,Labour
4514,Sir Keir Starmer,Keir,Starmer,Holborn and St Pancras,Labour
5100,Blake Stephenson,Blake,Stephenson,Mid Bedfordshire,Conservative
4425,Jo Stevens,Jo,Stevens,Cardiff East,Labour
5200,Kenneth Stevenson,Kenneth,Stevenson,Airdrie and Shotts,Labour
5206,Elaine Stewart,Elaine,Stewart,"Ayr, Carrick and Cumnock",Labour
4612,Jamie Stone,Jamie,Stone,"Caithness, Sutherland and Easter Ross",Liberal Democrat
5035,Will Stone,Will,Stone,Swindon North,Labour
5000,Alistair Strathern,Alistair,Strathern,Hitchin,Labour
4504,Wes Streeting,Wes,Streeting,Ilford North,Labour
5080,Alan Strickland,Alan,Strickland,Newton Aycliffe and Spennymoor,Labour
3935,Sir Mel Stride,Mel,Stride,Central Devon,Conservative
449,Graham Stringer,Graham,Stringer,Blackley and Middleton South,Labour
1482,Graham Stuart,Graham,Stuart,Beverley and Holderness,Conservative
5179,Kirsteen Sullivan,Kirsteen,Sullivan,Bathgate and Linlithgow,Labour (Co-op)
5269,Dr Lauren Sullivan,Lauren,Sullivan,Gravesham,Labour
4786,Zarah Sultana,Zarah,Sultana,Coventry South,Independent
4483,Rishi Sunak,Rishi,Sunak,Richmond and Northallerton,Conservative
5165,Peter Swallow,Peter,Swallow,Bracknell,Labour
5319,Robin Swann,Robin,Swann,South Antrim,Ulster Unionist Party
55,Sir Desmond Swayne,Desmond,Swayne,New Forest West,Conservative
1383,Sir Mark Tami,Mark,Tami,Alyn and Deeside,Labour
5266,Mike Tapp,Mike,Tapp,Dover and Deal,Labour
5093,Alison Taylor,Alison,Taylor,Paisley and Renfrewshire North,Labour
5348,David Taylor,David,Taylor,Hemel Hempstead,Labour
5103,Luke Taylor,Luke,Taylor,Sutton and Cheam,Liberal Democrat
5065,Rachel Taylor,Rachel,Taylor,North Warwickshire and Bedworth,Labour
5186,Bradley Thomas,Bradley,Thomas,Bromsgrove,Conservative
5354,Cameron Thomas,Cameron,Thomas,Tewkesbury,Liberal Democrat
5174,Fred Thomas,Fred,Thomas,Plymouth Moor View,Labour
177,Gareth Thomas,Gareth,Thomas,Harrow West,Labour (Co-op)
4479,Nick Thomas-Symonds,Nick,Thomas-Symonds,Torfaen,Labour
5044,Adam Thompson,Adam,Thompson,Erewash,Labour
1536,Emily Thornberry,Emily,Thornberry,Islington South and Finsbury,Labour
5161,Richard Tice,Richard,Tice,Boston and Skegness,Reform UK
5098,Dr Marie Tidball,Marie,Tidball,Penistone and Stocksbridge,Labour
163,Sir Stephen Timms,Stephen,Timms,East Ham,Labour
5062,Nick Timothy,Nick,Timothy,West Suffolk,Conservative
5202,Jessica Toale,Jessica,Toale,Bournemouth West,Labour
5282,Dan Tomlinson,Dan,Tomlinson,Chipping Barnet,Labour
410,Jon Trickett,Jon,Trickett,Normanton and Hemsworth,Labour
4780,Laura Trott,Laura,Trott,Sevenoaks,Conservative
5121,Henry Tufnell,Henry,Tufnell,Mid and South Pembrokeshire,Labour
4462,Tom Tugendhat,Tom,Tugendhat,Tonbridge,Conservative
4449,Anna Turley,Anna,Turley,Redcar,Labour (Co-op)
5130,Matt Turmaine,Matt,Turmaine,Watford,Labour
4030,Karl Turner,Karl,Turner,Kingston upon Hull East,Labour
5234,Laurence Turner,Laurence,Turner,Birmingham Northfield,Labour
429,Derek Twigg,Derek,Twigg,Widnes and Halewood,Labour
4618,Liz Twist,Liz,Twist,Blaydon and Consett,Labour
5289,Harpreet Uppal,Harpreet,Uppal,Huddersfield,Labour
5296,Freddie van Mierlo,Freddie,van Mierlo,Henley and Thame,Liberal Democrat
5067,Tony Vaughan,Tony,Vaughan,Folkestone and Hythe,Labour
4076,Valerie Vaz,Valerie,Vaz,Walsall and Bloxwich,Labour
3957,Martin Vickers,Martin,Vickers,Brigg and Immingham,Conservative
4844,Matt Vickers,Matt,Vickers,Stockton West,Conservative
5237,Chris Vince,Chris,Vince,Harlow,Labour (Co-op)
5216,Caroline Voaden,Caroline,Voaden,South Devon,Liberal Democrat
4871,Christian Wakeford,Christian,Wakeford,Bury South,Labour
5136,Imogen Walker,Imogen,Walker,Hamilton and Clyde Valley,Labour
5276,Chris Ward,Chris,Ward,Brighton Kemptown and Peacehaven,Labour
5240,Melanie Ward,Melanie,Ward,Cowdenbeath and Kirkcaldy,Labour
5071,Paul Waugh,Paul,Waugh,Rochdale,Labour (Co-op)
5025,Chris Webb,Chris,Webb,Blackpool South,Labour
5226,Michelle Welsh,Michelle,Welsh,Sherwood Forest,Labour
4523,Catherine West,Catherine,West,Hornsey and Friern Barnet,Labour
4979,Andrew Western,Andrew,Western,Stretford and Urmston,Labour
4617,Matt Western,Matt,Western,Warwick and Leamington,Labour
4527,Helen Whately,Helen,Whately,Faversham and Mid Kent,Conservative
5242,Michael Wheeler,Michael,Wheeler,Worsley and Eccles,Labour
5342,John Whitby,John,Whitby,Derbyshire Dales,Labour
5105,Jo White,Jo,White,Bassetlaw,Labour
5260,Katie White,Katie,White,Leeds North West,Labour
39,Sir John Whittingdale,John,Whittingdale,Maldon,Conservative
4869,Nadia Whittome,Nadia,Whittome,Nottingham East,Labour
4787,James Wild,James,Wild,North West Norfolk,Conservative
5055,Max Wilkinson,Max,Wilkinson,Cheltenham,Liberal Democrat
5151,David Williams,David,Williams,Stoke-on-Trent North,Labour
4108,Sir Gavin Williamson,Gavin,Williamson,"Stone, Great Wyrley and Penkridge",Conservative
4776,Munira Wilson,Munira,Wilson,Twickenham,Liberal Democrat
1593,Sammy Wilson,Sammy,Wilson,East Antrim,Democratic Unionist Party
1440,Pete Wishart,Pete,Wishart,Perth and Kinross-shire,Scottish National Party
5221,Steve Witherden,Steve,Witherden,Montgomeryshire and Glyndŵr,Labour
4384,Mike Wood,Mike,Wood,Kingswinford and South Staffordshire,Conservative
5328,Sean Woodcock,Sean,Woodcock,Banbury,Labour
1560,Sir Jeremy Wright,Jeremy,Wright,Kenilworth and Southam,Conservative
5331,Rosie Wrighting,Rosie,Wrighting,Kettering,Labour
5111,Martin Wrigley,Martin,Wrigley,Newton Abbot,Liberal Democrat
5267,Yuan Yang,Yuan,Yang,Earley and Woodley,Labour
4598,Mohammad Yasin,Mohammad,Yasin,Bedford,Labour
5194,Steve Yemm,Steve,Yemm,Mansfield,Labour
5140,Claire Young,Claire,Young,Thornbury and Yate,Liberal Democrat
4382,Daniel Zeichner,Daniel,Zeichner,Cambridge,Labour
